第二次评审标准分极差,复议后极差,专家一标准分,专家二标准分,专家三标准分,二阶段成绩
,,41.7,62,48.09,151.79
,,54.54,47.09,53.61,155.24
,,54.54,50.5,44.41,149.45
,,37.71,33.85,44.24,115.8
,,53.14,48.05,53.06,154.25
,,46.02,51.03,45.04,142.09
,,51.8,57.38,51.79,160.97
,,36.98,37.46,32.65,107.09
,,44.63,47.95,50.34,142.92
,,35.35,37.54,39.25,112.14
,,51.21,50.91,55.37,157.49
,,40.41,38.99,39.71,119.11
,,49.19,54.72,62.46,166.37
,,37.71,38.39,45.48,121.58
,,49.9,46.49,43.76,140.15
,,32.64,33.86,33.01,99.51
,,37.6,44.79,40.98,123.37
,,33.39,33.19,34.49,101.07
,,37.71,45.04,34.45,117.2
,,32.63,29.44,32.36,94.43
,,41.02,35.69,48.71,125.42
,,64.87,52.16,45.04,162.07
,,46.93,56.13,48.87,151.93
,,34.87,47.68,35.68,118.23
,,36.98,27.28,43.48,107.74
,,38.67,36.85,38.38,113.9
,,41.08,39.22,34.45,114.75
,,51.43,49.83,52.51,153.77
,,53.21,51.21,52.75,157.17
,,55.64,44.67,47.63,147.94
,,33.09,31.53,30.75,95.37
,,49.54,44.79,45.3,139.63
,,36.4,48.4,42.07,126.87
,,48.87,55.21,49.81,153.89
,,50.06,47.49,49.55,147.1
,,58.96,40.89,52.38,152.23
,,49.11,46.21,52.79,148.11
,,29.64,27.7,39.22,96.56
,,48.61,58.85,51.25,158.71
,,53.83,45.04,48.71,147.58
,,34.49,38.15,36.23,108.87
,,50.4,51.48,49.61,151.49
,,46.17,44.46,54.15,144.78
,,27.84,51.38,18.33,97.55
,,25.2,26.84,32.25,84.29
,,57.12,51.43,48.24,156.79
,,40.66,46.43,42.13,129.22
,,40.27,45.66,47.54,133.47
,,58.99,61.85,50.69,171.53
,,49.64,47.09,45,141.73
,,43.86,40.8,38.04,122.7
,,53.45,45.98,50.69,150.12
,,35.35,44.67,39.25,119.27
,,53.18,56.1,54.07,163.35
,,30.18,30.2,49.12,109.5
,,37.71,42.13,44.93,124.77
,,53.62,42.19,57.13,152.94
,,37.19,39.25,30.44,106.88
,,58.5,50.06,61.49,170.05
,,49.52,50.36,50.7,150.58
,,36.98,37.46,28.03,102.47
,,54.16,51.81,50.3,156.27
,,42.03,46.93,47.7,136.66
,,37.19,30.4,39.25,106.84
,,29.88,33.77,38.15,101.8
,,36.43,40.34,35.26,112.03
,,48.46,43.12,50.52,142.1
,,36.35,42.65,39.71,118.71
,,46.75,45.58,39.87,132.2
,,40.77,24.84,47.03,112.64
,,53.76,52.16,47.97,153.89
,,36.98,26.92,30.82,94.72
,,18.2,39.36,30.92,88.48
,,47.96,54.91,52.24,155.11
,,47.44,38.95,39.71,126.1
,,48.2,48.24,45.94,142.38
,,46.03,50.06,46.74,142.83
,,40.88,40.27,40.37,121.52
,,41.11,44.26,46.02,131.39
,,48.14,44.26,43.14,135.54
,,36.7,44.67,44.41,125.78
,,46.73,51.04,49.94,147.71
,,41.82,35.21,42.62,119.65
,,35.93,38.15,36.83,110.91
,,48.46,48.97,47.54,144.97
,,35.25,31.93,32.21,99.39
,,50.43,53.78,50.17,154.38
,,56.14,51.76,46.18,154.08
,,28.16,39.51,31.57,99.24
,,38.67,40.76,33.75,113.18
,,55.08,48.31,45.58,148.97
,,40.02,42.37,41.66,124.05
,,31.69,33.44,35.55,100.68
,,46.75,54.42,50.7,151.87
,,34.09,34.24,39.54,107.87
,,57.51,54.47,47.96,159.94
,,39.35,42.37,35.36,117.08
,,53.76,52.7,51.78,158.24
,,31.55,31.93,39.15,102.63
,,60.25,39.36,49.11,148.72
,,57.02,43.49,46.96,147.47
,,50.06,40.36,53.03,143.45
,,57.2,41.53,52.41,151.14
,,54.37,54.54,48.77,157.68
,,52.25,53.92,50.4,156.57
,,56.52,53.06,61.54,171.12
,,56.73,57.54,50.19,164.46
,,32.69,35.04,35.68,103.41
,,37.71,55.06,50.43,143.2
,,39.71,44.79,43.86,128.36
,,40.09,41.11,50.3,131.5
,,33.44,30.44,39.55,103.43
,,49.56,37.54,39.2,126.3
,,53.45,51.76,73.51,178.72
,,54.62,47.18,57.57,159.37
,,54.31,54.15,59.14,167.6
,,39.55,29.64,46.43,115.62
,,38.4,42.13,39.69,120.22
,,56.82,43.68,47.03,147.53
,,42.7,48.15,54.07,144.92
,,42.92,45.19,43.72,131.83
,,39.99,38.15,36.23,114.37
,,49.64,50.19,42.75,142.58
,,54.96,59.11,50.52,164.59
,,55.64,46.81,54.09,156.54
,,28.87,28.03,32.36,89.26
,,52.32,53.4,42.13,147.85
,,43.35,46.72,52.79,142.86
,,47.4,54.42,49.81,151.63
,,46.67,29.64,43.76,120.07
,,51.84,51.03,46.25,149.12
,,50.47,53.55,53.72,157.74
,,49.78,56.15,45.03,150.96
,,36.98,27.28,32.65,96.91
,,44.46,48.04,43.87,136.37
,,40.02,53.21,50.69,143.92
,,49.11,56.87,47.93,153.91
,,46.17,44.39,60.26,150.82
,,38.95,55.27,57.88,152.1
,,38.15,40.45,38.2,116.8
,,33.09,31.53,30.75,95.37
,,49.54,51.78,46.64,147.96
,,47.44,48.48,48.18,144.1
,,41.36,35.15,38.65,115.16
,,58.33,46.48,45.48,150.29
,,47.4,27.28,39.87,114.55
,,43.43,40.24,44.24,127.91
,,25.2,47.53,52.13,124.86
,,53.92,48.97,41.79,144.68
,,50.06,43.6,42.7,136.36
,,47.42,53.76,56.82,158
,,50.38,43.76,45.04,139.18
,,46.04,28.2,50.3,124.54
,,46.87,54.1,59.92,160.89
,,41.44,38.05,43.57,123.06
,,50.06,53.71,56.15,159.92
,,39.4,36.03,44.67,120.1
,,40.02,39.48,41.66,121.16
,,51.84,55.56,50.72,158.12
,,46.41,47.97,48.71,143.09
,,52.49,55.56,49.11,157.16
,,53.76,45.3,45.05,144.11
,,45.45,56.71,61.75,163.91
,,37.19,33.44,30.44,101.07
,,46.06,53.02,57.54,156.62
,,57.91,54.07,58.96,170.94
,,54.62,56.72,46.18,157.52
,,42.65,53.71,49.72,146.08
,,48.05,53.06,54.32,155.43
,,50.06,50.3,57.35,157.71
,,47.27,38.55,48.77,134.59
,,49.35,51.03,47.09,147.47
,,39.36,35.73,42.13,117.22
,,29.88,31.61,38.15,99.64
,,27.26,37.46,32.65,97.37
,,46.04,41.11,53.99,141.14
,,51.59,51.81,47.25,150.65
,,45.46,50.87,48.86,145.19
,,46.03,55.33,47.46,148.82
,,42.7,40.16,50.51,133.37
,,42.65,43.29,48.71,134.65
,,48.84,44.79,46.02,139.65
,,51.25,45.04,56.07,152.36
,,38.05,33.86,32.45,104.36
,,69.33,54.98,29.39,153.7
,,57.02,55.4,50.82,163.24
,,47.03,61.2,57.01,165.24
,,48.11,46.63,56.86,151.6
,,52.92,44.3,49.52,146.74
,,55.21,46.63,49.11,150.95
,,45.38,37.38,37.18,119.94
,,44.45,48.52,41.76,134.73
,,47.65,42.95,48.67,139.27
,,44.74,44.83,45.26,134.83
,,46.7,46.99,50.01,143.7
,,51.03,33.35,28.57,112.95
,,50.32,47.24,49.41,146.97
,,45.92,45.26,43.74,134.92
,,36.36,36.86,30.84,104.06
,,50.33,41.09,46.97,138.39
,,40.63,50.7,51.63,142.96
,,48.26,48.2,48.89,145.35
,,48.62,42.17,45.56,136.35
,,46.07,45.26,40.35,131.68
,,34.46,24.73,36.59,95.78
,,49.6,48.59,47.1,145.29
,,47.56,55.95,50.99,154.5
,,57.17,55.23,53.04,165.44
,,55.91,51.25,52.34,159.5
,,29.86,34.2,31.61,95.67
,,65.26,49.13,55.4,169.79
,,28.71,28.98,26.06,83.75
,,47.33,50.7,50.85,148.88
,,55.55,44.3,47.82,147.67
,,44.36,42.95,40.14,127.45
,,28.71,28.98,50.95,108.64
,,54.67,50.85,57.27,162.79
,,54.48,40.54,56.23,151.25
,,32.82,37.51,35.04,105.37
,,37.74,37.16,45.18,120.08
,,50.03,48.68,50.4,149.11
,,34.24,37.1,31.34,102.68
,,35.43,29.73,33.55,98.71
,,42.31,39.14,40.48,121.93
,,57.74,53.38,55.2,166.32
,,50.46,50.44,52.34,153.24
,,35.56,22.18,35.91,93.65
,,38.16,37.37,34.21,109.74
,,50.54,53.69,53.55,157.78
,,31.66,36.56,31.97,100.19
,,54.38,49.18,44.08,147.64
,,49.9,49.76,39.78,139.44
,,44.03,49.4,44.5,137.93
,,49.06,43.23,43.09,135.38
,,49.36,55.71,48.75,153.82
,,43.93,39.27,32.99,116.19
,,50.97,49.86,63.69,164.52
,,44,46.77,48.39,139.16
,,55.92,55.38,52.43,163.73
,,48.67,41.14,45.45,135.26
,,48.65,52.62,55.39,156.66
,,49.9,49.41,44.34,143.65
,,53.39,54.15,44.15,151.69
,,47.28,42.95,45.93,136.16
,,55.93,50.28,54.04,160.25
,,44.86,51.69,48.33,144.88
,,52.03,49.64,61.27,162.94
,,47.09,44.8,46.15,138.04
,,52.43,56.34,54.22,162.99
,,33.19,37.66,34.88,105.73
,,50.84,41.6,45.97,138.41
,,44.96,62.64,39.9,147.5
,,36.36,41.06,37.18,114.6
,,58.71,52.43,47.07,158.21
,,42.03,53.95,39.84,135.82
,,50.38,48.12,44.08,142.58
,,57.42,52.55,53.07,163.04
,,30.11,33.91,24.22,88.24
,,44.96,40.98,41.28,127.22
,,35.98,35.88,42.38,114.24
,,45.11,55.7,54.86,155.67
,,42.64,50.45,45.18,138.27
,,54.59,52.1,52.28,158.97
,,49.07,48.94,52.44,150.45
,,46.05,46.09,54.64,146.78
,,40.19,26.06,51.61,117.86
,,54.85,44.26,50.28,149.39
,,44.83,38.42,40.36,123.61
,,53.7,48.4,46.74,148.84
,,46.7,49.34,51.59,147.63
,,48.11,55.86,32.48,136.45
,,45.29,44.08,48.31,137.68
,,53.67,48.9,51.77,154.34
,,33.64,39.14,36.33,109.11
,,54.67,53.18,50.33,158.18
,,56.45,57.22,52.56,166.23
,,33.16,34.2,33.32,100.68
,,34.88,37.19,33.87,105.94
,,49.58,46.23,44.05,139.86
,,48.19,46.09,49.34,143.62
,,54.05,53.64,53.68,161.37
,,47.03,54.2,66.69,167.92
,,42.22,38.42,39.1,119.74
,,49.88,46.83,44.85,141.56
,,48.87,46.99,57.75,153.61
,,55.15,54.54,50.45,160.14
,,46.7,37.64,49.95,134.29
,,48.62,45.8,49.76,144.18
,,41.63,39.84,47.13,128.6
,,50.28,45.64,44.4,140.32
,,36.36,37.38,27.67,101.41
,,40.44,47.65,45.49,133.58
,,19.89,60.67,55.81,136.37
,,47.56,47.03,48.63,143.22
,,43.56,42.95,36.73,123.24
,,49.58,52.7,47.32,149.6
,,23.34,28.71,24.52,76.57
,,37.74,45.8,44.33,127.87
,,53.58,47.66,43.55,144.79
,,47.56,48.3,50.99,146.85
,,46.6,41.09,40.26,127.95
,,49.07,49.64,54.43,153.14
,,47.02,41.6,45.54,134.16
,,48.19,53.38,50.86,152.43
,,57.58,52.92,52.92,163.42
,,50.84,39.05,32.48,122.37
,,51.98,54.16,49.77,155.91
,,49.58,53.7,46.78,150.06
,,45.46,45.28,51.17,141.91
,,50.68,54.84,50.4,155.92
,,38.36,36.38,36.44,111.18
,,44.96,48.2,49.58,142.74
,,52.22,52.13,41.97,146.32
,,60.48,48.59,49.41,158.48
,,37.19,42.32,51.55,131.06
,,46.72,45.28,47.66,139.66
,,54.75,54.7,50.85,160.3
,,48.84,49.66,54.02,152.52
,,48.54,49.15,40.64,138.33
,,47.04,47.46,48.67,143.17
,,33.53,45.55,41.57,120.65
,,35.96,33.09,35.97,105.02
,,27.77,45.6,42.27,115.64
,,53.95,50.65,54.54,159.14
,,36.25,41.72,35.03,113
,,52.8,40.75,51.57,145.12
,,47.09,54.02,42.34,143.45
,,48.29,47.78,47.34,143.41
,,57.89,44.89,52.91,155.69
,,42.89,42.95,42.58,128.42
,,36.02,33.7,20.11,89.83
,,56.85,53.46,60.33,170.64
,,66.67,44.29,58.94,169.9
,,49.48,51.95,47.48,148.91
,,36.51,38.07,22.18,96.76
,,54.26,47.46,53.07,154.79
,,55.26,61.37,50.8,167.43
,,50.43,54.97,52.2,157.6
,,56.18,47.7,66.6,170.48
,,27.77,46.31,39.82,113.9
,,53.39,45.45,47.5,146.34
,,51.06,55.3,54.68,161.04
,,48.35,43.72,51.69,143.76
,,48.35,48.93,45.83,143.11
,,52.7,49.63,55.09,157.42
,,52.45,48.94,49.12,150.51
,,55.78,49.98,56.21,161.97
,,45.97,49.95,56.34,152.26
,,45.38,39.05,39.44,123.87
,,50.42,57.34,47.13,154.89
,,38.05,43.06,30.4,111.51
,,42.88,43.47,43.62,129.97
,,53.43,47.43,48.51,149.37
,,34.22,41.25,36.85,112.32
,,54.19,54.1,46.82,155.11
,,51.98,54.84,60.44,167.26
,,53.58,52.37,56.34,162.29
,,50.14,46.13,48.82,145.09
,,59.47,41.63,51.66,152.76
,,53.58,43.62,51.23,148.43
,,48.19,56.41,54.64,159.24
,,46.7,49.95,54.03,150.68
,,41.24,49.12,42.73,133.09
,,51.6,47.66,52.08,151.34
,,50.51,55.63,58.18,164.32
,,47.84,44.08,38.92,130.84
,,56.21,44.3,44.4,144.91
,,56.21,42.95,57.2,156.36
,,34.88,40.87,44.54,120.29
,,54.94,44.3,56.34,155.58
,,46.31,47.04,55.6,148.95
,,54.05,51.85,43.62,149.52
,,57.39,49.24,32.48,139.11
,,28.98,47.91,19.03,95.92
,,48.31,55.7,53.78,157.79
,,55.11,51.29,42.64,149.04
,,26.12,50.05,46.97,123.14
,,38.43,41.26,36.36,116.05
,,30.11,33.55,36.16,99.82
,,53.43,46.47,48.99,148.89
,,63.85,55.2,50.01,169.06
,,49.2,47.71,43.36,140.27
,,23.19,34.41,26.06,83.66
,,55,52.83,44.15,151.98
,,49.54,46.13,48.04,143.71
,,43.74,50.26,32.48,126.48
,,44.52,46.25,48.59,139.36
,,54.67,54.92,55.14,164.73
,,35.64,41.81,36.3,113.75
,,49.88,52.52,53.12,155.52
,,50.14,47.35,44.15,141.64
,,35.43,30.93,33.55,99.91
,,40.63,44.63,49.28,134.54
,,50.68,54.84,49.77,155.29
,,36.99,35.17,30.4,102.56
,,42.6,48.93,41.26,132.79
,,41.04,38.22,40.25,119.51
,,49.6,47.65,42.49,139.74
,,54.67,48.94,52.56,156.17
,,54.7,45.53,53.04,153.27
,,50.86,56.17,54.76,161.79
,,47.35,44.24,52.28,143.87
,,28.98,46.09,49.34,124.41
,,40.89,39.74,44.54,125.17
,,25.95,47.54,31.84,105.33
,,47.45,48.52,50.86,146.83
,,27.77,47.18,52.26,127.21
,,49.5,36.56,48.01,134.07
,,47.75,43.54,48.49,139.78
,,51.23,60.23,50.85,162.31
,,50.86,49.11,46.78,146.75
,,50.46,39.9,46.04,136.4
,,35.54,46.92,48.51,130.97
,,48.67,37.36,48.72,134.75
,,44.74,42.85,50.01,137.6
,,55.42,58.28,60.58,174.28
,,48.27,49.84,52.09,150.2
,,47.22,52.19,45.42,144.83
,,55.57,47.83,52.45,155.85
,,51.17,50.46,52.19,153.82
,,51.95,53.28,47.5,152.73
,,35.56,27.14,29.19,91.89
,,49.9,49.76,58.3,157.96
,,35.96,39.3,39.28,114.54
,,56.42,50.14,45.21,151.77
,,44.43,51.49,59.18,155.1
,,42.76,41.46,50.02,134.24
,,45.94,56.02,50.73,152.69
,,53.1,54.79,44.93,152.82
,,58.48,51.61,64.55,174.64
,,54.85,51.48,45.43,151.76
,,52.16,51.61,48.61,152.38
,,53.23,57.37,60.96,171.56
,,39.61,39.14,40.48,119.23
,,38.66,36.85,45.19,120.7
,,44.52,36.45,42.95,123.92
,,37.27,45.89,35.56,118.72
,,50.68,54.84,51.03,156.55
,,42.6,35.81,49.86,128.27
,,49.6,58.05,60.96,168.61
,,48.73,49.37,52.28,150.38
,,48.72,49.13,47.07,144.92
,,60.88,50.05,56.37,167.3
,,63.66,48.52,51.61,163.79
,,38.08,53.7,57.01,148.79
,,37.44,46.19,41.4,125.03
,,40.89,49.95,35.56,126.4
,,34.46,39.05,39.01,112.52
,,46.7,47.33,54.03,148.06
,,54.05,47.06,54.35,155.46
,,60.89,54.06,50.99,165.94
,,51.61,52.22,53.73,157.56
,,48.72,54.64,45.19,148.55
,,42.31,37.74,51.77,131.82
,,51.6,46.99,57.2,155.79
,,51.78,45.28,41.35,138.41
,,51.77,54.54,50.45,156.76
,,47.56,47.66,50.2,145.42
,,40.63,39.69,37.1,117.42
,,51.33,52.79,52.28,156.4
,,16.69,34.2,31.61,82.5
,,47.67,48.4,49.95,146.02
,,45.69,54.54,49.12,149.35
,,37.05,38.96,37.18,113.19
,,49.38,54.16,59.19,162.73
,,52.26,40.93,49.52,142.71
,,51.36,48.57,56.61,156.54
,,47.56,41.93,43.14,132.63
,,33.64,30.37,37.87,101.88
,,39.14,38.03,35.04,112.21
,,33.64,41.84,36.33,111.81
,,57.94,50.77,51.63,160.34
,,48.15,54,41.72,143.87
,,58.15,52.13,49.58,159.86
,,35.11,38.75,37.84,111.7
,,45.17,48.28,47.92,141.37
,,43.56,37.43,46.26,127.25
,,50.93,27.94,53.04,131.91
,,37.27,44.54,37.1,118.91
,,55.75,43.63,49.02,148.4
,,50.68,57.58,50.4,158.66
,,44.34,53.14,55.76,153.24
,,45.46,44.76,46.96,137.18
,,50.23,27.94,47.35,125.52
,,55.4,58.19,54,167.59
,,52.31,51.03,53.04,156.38
,,53.43,36.9,39.59,129.92
,,12.9,35.58,24.43,72.91
,,38.16,33.53,40.64,112.33
,,49.5,60.89,50.48,160.87
,,43.47,39.82,51.29,134.58
,,42.54,44.8,45.53,132.87
,,24.14,26.81,42.15,93.1
,,46.09,48.49,44.73,139.31
,,38.44,42.06,43.81,124.31
,,52.8,39.07,54.59,146.46
,,38.64,42.69,45.04,126.37
,,44.88,43.62,45.16,133.66
,,36.75,23.36,15.36,75.47
,,50.05,52.34,49.32,151.71
,,59.68,50.87,52.84,163.39
,,33.7,20.11,30.08,83.89
,,44.18,54.25,53.04,151.47
,,27.77,33.53,39.82,101.12
,,53.26,46.64,44.34,144.24
,,45.27,42.53,48.67,136.47
,,50.51,48.35,43.77,142.63
,,56.78,48.18,36.56,141.52
,,38.16,33.28,43.23,114.67
,,37.6,34.1,33.7,105.4
,,40.91,40.75,44.72,126.38
,,46.53,49.41,36.56,132.5
,,49.07,42.85,52.53,144.45
,,49.79,56.76,45.83,152.38
,,56.33,56.95,50.45,163.73
,,44.09,45.46,54,143.55
,,50.23,53.13,46.69,150.05
,,43.11,45.75,44.71,133.57
,,29.86,39.39,36.33,105.58
,,47.98,47.35,47.72,143.05
,,55.12,55.8,50.86,161.78
,,54.89,55.73,53.79,164.41
,,49.79,49.13,51.61,150.53
,,36.16,43.19,41.94,121.29
,,48.62,47.87,42.38,138.87
,,38.72,47.94,43.92,130.58
,,50.95,51.61,39.01,141.57
,,40.34,38.35,39.9,118.59
,,51.56,41.63,47.51,140.7
,,56.83,51.87,47.72,156.42
,,48.62,62.36,55.37,166.35
,,48.39,43.34,49.12,140.85
,,30.11,36.4,42.59,109.1
,,60.89,54.13,51.59,166.61
,,47.56,50.32,52.56,150.44
,,52.22,42.95,50.28,145.45
,,37.44,46.25,50.62,134.31
,,42.65,40.07,45.1,127.82
,,47.91,49.34,51.92,149.17
,,46.99,44.97,54.64,146.6
,,36.36,35.81,27.67,99.84
,,51.6,56.4,52.93,160.93
,,57.26,46.09,51.61,154.96
,,46.09,55.63,51.29,153.01
,,51.03,55.26,49.86,156.15
,,43.11,36.83,40.78,120.72
,,48.11,54.84,51.63,154.58
,,47.66,34.17,30,111.83
,,32.17,36.34,43.8,112.31
,,55.61,51,55.05,161.66
,,54.39,51.61,55.83,161.83
,,54.67,48.3,59.63,162.6
,,41.62,43.7,42.95,128.27
,,56.13,54,50.95,161.08
,,55.91,45.89,42.88,144.68
,,47.03,55.7,49.47,152.2
,,43.29,45.78,37.18,126.25
,,44.29,48.22,43.74,136.25
,,45.38,47.54,49.18,142.1
,,38.66,39.38,45.49,123.53
,,26.12,41.09,40.26,107.47
,,42.87,42.52,46.63,132.02
,,52.41,49.52,52.57,154.5
,,48.66,58.41,55.99,163.06
,,40.96,44.74,55.6,141.3
,,34.46,36.83,39.1,110.39
,,41.03,40.62,35.04,116.69
,,47.43,55.52,47.26,150.21
,,48.62,49.94,53.97,152.53
,,49.79,48.52,45.55,143.86
,,47.56,53.4,52.56,153.52
,,50.22,40.19,50.2,140.61
,,53.52,52.16,50.86,156.54
,,44.91,42.27,46.24,133.42
,,45.43,41.69,44.34,131.46
,,24.14,26.81,41.13,92.08
,,55.29,50.57,52.91,158.77
,,42.54,41.14,23.72,107.4
,,49.91,50.93,51.69,152.53
,,35.56,34.21,38.07,107.84
,,44.1,49.58,46.78,140.46
,,45.42,46.12,49.51,141.05
,,47.72,43.74,47.61,139.07
,,52.41,46.66,51.01,150.08
,,54.18,47.72,45.1,147
,,45.54,36.56,48.56,130.66
,,49.54,47.83,50.07,147.44
,,53.76,43.21,35.21,132.18
,,58.47,56.45,50.7,165.62
,,53.61,61.8,35.56,150.97
,,54.08,54.32,50.58,158.98
,,52.25,53.92,47.9,154.07
,,57.67,59.16,50.86,167.69
,,43.3,49.52,50.43,143.25
,,38.26,41.53,39.58,119.37
,,46.41,57.91,49.95,154.27
,,47.25,48.57,51.3,147.12
,,53.17,46.18,48.24,147.59
,,33.09,50.19,42.75,126.03
,,53.06,51.11,48.29,152.46
,,51.5,51.7,52.8,156
,,53.7,56.8,56.21,166.71
,,49.25,43.06,41.76,134.07
,,50.93,49.98,53.04,153.95
,,48.11,45.16,49.89,143.16
,,40.07,39.68,48.2,127.95
,,37.44,29.68,29.03,96.15
,,55.29,58.42,49.66,163.37
,,40.63,43.92,42.07,126.62
,,41.25,42.45,30.4,114.1
,,49.07,44.04,30.52,123.63
,,51.92,57.02,51.61,160.55
,,46.37,48.24,50.45,145.06
,,42.3,42.69,38.54,123.53
,,47.84,45.87,48.99,142.7
,,49.07,46.14,54.35,149.56
,,26.12,41.57,43.78,111.47
,,42.98,50.82,51.66,145.46
,,48.72,50.34,41.76,140.82
,,51.39,51.55,51.61,154.55
,,48.93,54.65,57.39,160.97
,,45.38,52.6,40.35,138.33
,,56.21,54.39,56.34,166.94
,,45.38,50.77,51.63,147.78
,,11.99,52.76,48.63,113.38
,,50.24,50.17,47.51,147.92
,,55.78,50.5,49.86,156.14
,,48.73,50.05,50.4,149.18
,,45.62,46.23,52.35,144.2
,,33.64,36.45,36.33,106.42
,,42.3,35.02,41.35,118.67
,,49.07,44.04,45.13,138.24
,,49.2,54.16,55.67,159.03
,,43.83,53.2,49.28,146.31
,,45.69,41.24,49.12,136.05
,,63.42,27.94,49.86,141.22
,,46.94,44.91,53.73,145.58
,,40.17,41.84,47.87,129.88
,,45.25,46.25,44.54,136.04
,,54.67,45.87,48.99,149.53
,,35.43,29.13,33.55,98.11
,,37.52,35.17,30.4,103.09
,,49.88,45.8,54.67,150.35
,,46.13,53.47,49.14,148.74
,,51.78,56.15,56.78,164.71
,,30.11,33.35,28.57,92.03
,,44.76,47.03,27.48,119.27
,,23.34,28.71,24.52,76.57
,,37.39,43.09,40.25,120.73
,,26.57,34.2,31.61,92.38
,,35.55,35.64,30.52,101.71
,,54.06,48.52,50.86,153.44
,,65.54,51.63,53.54,170.71
,,44.67,40.66,45.63,130.96
,,38.93,39.14,32.45,110.52
,,39.14,38.55,35.04,112.73
,,48.31,50.01,51.11,149.43
,,40.89,46.28,47.09,134.26
,,48.99,51.48,52.4,152.87
,,38.95,51.47,30.2,120.62
,,33.61,26.92,30.2,90.73
,,49.62,56.21,57.94,163.77
,,49.88,31.88,54.32,136.08
,,38.69,46.73,29.39,114.81
,,46.73,38.05,43.89,128.67
,,39.59,54.07,42.75,136.41
,,35.35,26.84,28.2,90.39
,,35.35,37.54,41.95,114.84
,,46.36,53.23,57.96,157.55
,,48.05,51.44,41.38,140.87
,,47.95,42.7,50.89,141.54
,,48.15,51.03,53.04,152.22
,,53.58,53.04,53.79,160.41
,,47.88,48.57,53.49,149.94
,,40.4,37.39,41.09,118.88
,,51.1,51.74,53.1,155.94
,,36.36,37.18,38.51,112.05
,,44.3,24.57,24.68,93.55
,,34.22,36.2,36.85,107.27
,,53.29,55.52,58.56,167.37
,,25.33,13.29,30.98,69.6
,,49.07,42.64,39.16,130.87
,,50.84,53.47,55.07,159.38
,,54.59,52.45,46.14,153.18
,,42.31,41.94,42.48,126.73
,,49.38,52.79,56.67,158.84
,,46.09,59.76,53.04,158.89
,,50.51,42.69,46.26,139.46
,,49.33,48.3,47.85,145.48
,,56.22,50.39,49.6,156.21
,,44.3,31.61,30,105.91
,,51.81,53.81,53.03,158.65
,,40.91,61.75,41.1,143.76
,,55.83,51.04,55.76,162.63
,,36.37,37.05,39.1,112.52
,,39.83,43.68,36.4,119.91
,,43.29,43.16,43.52,129.97
,,50.75,57.09,54.27,162.11
,,48.31,51.02,42.7,142.03
,,44.83,45.94,42.87,133.64
,,51.33,49.37,52.91,153.61
,,45.97,43.87,53.26,143.1
,,53.54,41.63,44.74,139.91
,,52,49.58,53.35,154.93
,,48.62,38.55,37.58,124.75
,,58.74,57.18,45.94,161.86
,,48.73,49.37,47.89,145.99
,,28.98,26.06,51.61,106.65
,,43.04,45.64,47.82,136.5
,,51.6,47.66,54.64,153.9
,,52.31,27.94,48.57,128.82
,,54.67,52.99,46.7,154.36
,,43.21,46.96,35.55,125.72
,,45.46,40.1,35.04,120.6
,,48.93,49.18,45.7,143.81
,,48.72,46.09,41.76,136.57
,,61.09,55.93,51.29,168.31
,,41.64,39.44,48.04,129.12
,,35.43,30.33,34.9,100.66
,,56.21,51.02,54.64,161.87
,,48.95,57.2,55.39,161.54
,,48.93,46.13,48.04,143.1
,,54.46,54.81,51.78,161.05
,,56.14,52.25,51.39,159.78
,,44.08,51.67,48.24,143.99
,,40.88,39.41,46.1,126.39
,,40.01,52.38,45.27,137.66
,,46.59,44.75,46.73,138.07
,,43.12,48.46,48.77,140.35
,,37.19,31.88,30.44,99.51
,,50.82,50.19,40.05,141.06
,,52.48,47.68,56.13,156.29
,,31.69,33.44,26.95,92.08
,,51.04,54.07,54.1,159.21
,,56.82,43.68,44.41,144.91
,,44.14,50.38,35.56,130.08
,,37.58,39.14,40.48,117.2
,,34.46,40.58,41.18,116.22
,,43.5,44.08,43.62,131.2
,,36.36,37.38,30.84,104.58
,,46.33,24.11,50.37,120.81
,,41.64,43.7,45.7,131.04
,,46.76,45.26,53.04,145.06
,,39.68,44.91,35.75,120.34
,,34.42,30.89,34.08,99.39
,,50.22,54.7,46.78,151.7
,,51.56,49.51,54.43,155.5
,,68.76,51.09,55.97,175.82
,,40.07,42.05,35.72,117.84
,,38.05,35.17,30.4,103.62
,,33.08,34.41,27.45,94.94
,,44.19,47.87,48.36,140.42
,,45.69,53.14,53.1,151.93
,,37.67,38.42,34.08,110.17
,,54.67,48.32,46.47,149.46
,,39.05,41.18,34.4,114.63
,,34.46,34.08,36.59,105.13
,,56.3,45.94,60.44,162.68
,,46.5,54.05,62.06,162.61
,,51.05,45.17,39.81,136.03
,,43.69,43.92,36.2,123.81
,,51.61,49.58,52.13,153.32
,,51.78,47.35,46.96,146.09
,,41.91,39.69,37.1,118.7
,,47.35,36.4,40.35,124.1
,,37.51,41.63,32.45,111.59
,,45.69,44.74,49.12,139.55
,,43.83,29.03,34.54,107.4
,,51.1,44.74,53.1,148.94
,,48.31,63.13,52.93,164.37
,,48.39,43.34,47.13,138.86
,,49.54,59.02,49.79,158.35
,,50.95,56.63,44.96,152.54
,,53.58,44.97,44.4,142.95
,,41.04,24.22,46.48,111.74
,,49.58,45.69,43.56,138.83
,,48.97,49.68,52.08,150.73
